participant_id,key,framing,action_type,question,value
509,Republican,ThinkBelieve,Truth Dependent,Action,-2
509,Republican,ThinkBelieve,Truth Dependent,Certainty,-3
510,Aliens,Directionality,Symbolic,Action,-3
510,Aliens,Directionality,Symbolic,Certainty,-2
511,Republican,ThinkBelieve,Symbolic,Action,-1
511,Republican,ThinkBelieve,Symbolic,Certainty,-1
512,Chickens,ThinkBelieve,Truth Dependent,Action,0
512,Chickens,ThinkBelieve,Truth Dependent,Certainty,-1
513,Jesus,Directionality,Truth Dependent,Action,2
513,Jesus,Directionality,Truth Dependent,Certainty,-1
514,Jesus,ThinkBelieve,Symbolic,Action,-3
514,Jesus,ThinkBelieve,Symbolic,Certainty,-3
515,Chickens,BinaryProbable,Truth Dependent,Action,-2
515,Chickens,BinaryProbable,Truth Dependent,Certainty,-3
516,Jesus,ThinkBelieve,Symbolic,Action,-2
516,Jesus,ThinkBelieve,Symbolic,Certainty,-3
517,Aliens,BinaryProbable,Truth Dependent,Action,-2
517,Aliens,BinaryProbable,Truth Dependent,Certainty,-3
518,Jesus,BinaryProbable,Symbolic,Action,-1
518,Jesus,BinaryProbable,Symbolic,Certainty,0
519,AI,BinaryProbable,Truth Dependent,Action,1
519,AI,BinaryProbable,Truth Dependent,Certainty,2
520,Chickens,Directionality,Truth Dependent,Action,0
520,Chickens,Directionality,Truth Dependent,Certainty,0
521,Republican,ThinkBelieve,Truth Dependent,Action,0
521,Republican,ThinkBelieve,Truth Dependent,Certainty,-2
522,Chickens,Directionality,Truth Dependent,Action,-1
522,Chickens,Directionality,Truth Dependent,Certainty,-2
523,Jesus,BinaryProbable,Symbolic,Action,-2
523,Jesus,BinaryProbable,Symbolic,Certainty,-2
524,AI,ThinkBelieve,Symbolic,Action,-1
524,AI,ThinkBelieve,Symbolic,Certainty,-2
525,AI,ThinkBelieve,Symbolic,Action,-2
525,AI,ThinkBelieve,Symbolic,Certainty,-2
526,Chickens,Directionality,Symbolic,Action,-1
526,Chickens,Directionality,Symbolic,Certainty,-2
527,Republican,ThinkBelieve,Symbolic,Action,0
527,Republican,ThinkBelieve,Symbolic,Certainty,0
528,AI,BinaryProbable,Truth Dependent,Action,1
528,AI,BinaryProbable,Truth Dependent,Certainty,-1
529,Republican,Directionality,Symbolic,Action,-2
529,Republican,Directionality,Symbolic,Certainty,-2
530,Aliens,BinaryProbable,Truth Dependent,Action,-2
530,Aliens,BinaryProbable,Truth Dependent,Certainty,-3
531,Republican,ThinkBelieve,Truth Dependent,Action,1
531,Republican,ThinkBelieve,Truth Dependent,Certainty,-3
532,Aliens,Directionality,Symbolic,Action,0
532,Aliens,Directionality,Symbolic,Certainty,0
533,Chickens,BinaryProbable,Truth Dependent,Action,-2
533,Chickens,BinaryProbable,Truth Dependent,Certainty,-3
534,Chickens,Directionality,Symbolic,Action,-1
534,Chickens,Directionality,Symbolic,Certainty,-1
535,Jesus,Directionality,Truth Dependent,Action,1
535,Jesus,Directionality,Truth Dependent,Certainty,-1
536,Aliens,ThinkBelieve,Symbolic,Action,-3
536,Aliens,ThinkBelieve,Symbolic,Certainty,-3
537,Republican,BinaryProbable,Symbolic,Action,-1
537,Republican,BinaryProbable,Symbolic,Certainty,-1
538,Chickens,BinaryProbable,Symbolic,Action,-3
538,Chickens,BinaryProbable,Symbolic,Certainty,-3
539,Chickens,Directionality,Truth Dependent,Action,2
539,Chickens,Directionality,Truth Dependent,Certainty,2
540,Jesus,Directionality,Truth Dependent,Action,-2
540,Jesus,Directionality,Truth Dependent,Certainty,-2
541,Republican,BinaryProbable,Symbolic,Action,-1
541,Republican,BinaryProbable,Symbolic,Certainty,-2
542,AI,ThinkBelieve,Truth Dependent,Action,1
542,AI,ThinkBelieve,Truth Dependent,Certainty,-1
543,AI,ThinkBelieve,Symbolic,Action,1
543,AI,ThinkBelieve,Symbolic,Certainty,-2
544,Chickens,ThinkBelieve,Symbolic,Action,0
544,Chickens,ThinkBelieve,Symbolic,Certainty,-1
545,AI,BinaryProbable,Truth Dependent,Action,0
545,AI,BinaryProbable,Truth Dependent,Certainty,-1
546,AI,Directionality,Truth Dependent,Action,0
546,AI,Directionality,Truth Dependent,Certainty,-1
547,Aliens,ThinkBelieve,Truth Dependent,Action,-2
547,Aliens,ThinkBelieve,Truth Dependent,Certainty,-2
548,AI,BinaryProbable,Symbolic,Action,0
548,AI,BinaryProbable,Symbolic,Certainty,0
549,Jesus,BinaryProbable,Truth Dependent,Action,2
549,Jesus,BinaryProbable,Truth Dependent,Certainty,-3
550,Jesus,Directionality,Symbolic,Action,-1
550,Jesus,Directionality,Symbolic,Certainty,-1
551,Republican,Directionality,Symbolic,Action,-2
551,Republican,Directionality,Symbolic,Certainty,2
552,AI,Directionality,Truth Dependent,Action,2
552,AI,Directionality,Truth Dependent,Certainty,-3
553,AI,BinaryProbable,Symbolic,Action,-1
553,AI,BinaryProbable,Symbolic,Certainty,-1
554,Republican,ThinkBelieve,Truth Dependent,Action,-2
554,Republican,ThinkBelieve,Truth Dependent,Certainty,-3
555,Chickens,Directionality,Symbolic,Action,0
555,Chickens,Directionality,Symbolic,Certainty,0
556,Republican,BinaryProbable,Symbolic,Action,2
556,Republican,BinaryProbable,Symbolic,Certainty,3
557,Aliens,ThinkBelieve,Truth Dependent,Action,2
557,Aliens,ThinkBelieve,Truth Dependent,Certainty,2
558,Chickens,ThinkBelieve,Symbolic,Action,-3
558,Chickens,ThinkBelieve,Symbolic,Certainty,-3
559,Chickens,ThinkBelieve,Truth Dependent,Action,2
559,Chickens,ThinkBelieve,Truth Dependent,Certainty,-3
560,Jesus,BinaryProbable,Symbolic,Action,-1
560,Jesus,BinaryProbable,Symbolic,Certainty,-2
561,Chickens,ThinkBelieve,Truth Dependent,Action,0
561,Chickens,ThinkBelieve,Truth Dependent,Certainty,0
562,Jesus,Directionality,Symbolic,Action,3
562,Jesus,Directionality,Symbolic,Certainty,3
563,Republican,ThinkBelieve,Truth Dependent,Action,-2
563,Republican,ThinkBelieve,Truth Dependent,Certainty,-3
564,Republican,Directionality,Symbolic,Action,0
564,Republican,Directionality,Symbolic,Certainty,2
565,Republican,Directionality,Truth Dependent,Action,2
565,Republican,Directionality,Truth Dependent,Certainty,-1
566,Jesus,ThinkBelieve,Symbolic,Action,-1
566,Jesus,ThinkBelieve,Symbolic,Certainty,-3
567,Chickens,BinaryProbable,Symbolic,Action,3
567,Chickens,BinaryProbable,Symbolic,Certainty,3
568,AI,Directionality,Truth Dependent,Action,-2
568,AI,Directionality,Truth Dependent,Certainty,-2
569,AI,ThinkBelieve,Symbolic,Action,1
569,AI,ThinkBelieve,Symbolic,Certainty,-1
570,Aliens,Directionality,Symbolic,Action,-3
570,Aliens,Directionality,Symbolic,Certainty,-3
571,AI,ThinkBelieve,Symbolic,Action,2
571,AI,ThinkBelieve,Symbolic,Certainty,2
572,AI,ThinkBelieve,Truth Dependent,Action,3
572,AI,ThinkBelieve,Truth Dependent,Certainty,-3
573,AI,ThinkBelieve,Symbolic,Action,-3
573,AI,ThinkBelieve,Symbolic,Certainty,-3
574,AI,BinaryProbable,Truth Dependent,Action,3
574,AI,BinaryProbable,Truth Dependent,Certainty,-3
575,Chickens,BinaryProbable,Truth Dependent,Action,-2
575,Chickens,BinaryProbable,Truth Dependent,Certainty,-2
576,Aliens,BinaryProbable,Symbolic,Action,-3
576,Aliens,BinaryProbable,Symbolic,Certainty,-3
577,Jesus,Directionality,Truth Dependent,Action,3
577,Jesus,Directionality,Truth Dependent,Certainty,3
578,Republican,BinaryProbable,Truth Dependent,Action,2
578,Republican,BinaryProbable,Truth Dependent,Certainty,2
579,Aliens,BinaryProbable,Truth Dependent,Action,0
579,Aliens,BinaryProbable,Truth Dependent,Certainty,-1
580,Republican,ThinkBelieve,Symbolic,Action,0
580,Republican,ThinkBelieve,Symbolic,Certainty,3
581,AI,ThinkBelieve,Symbolic,Action,-3
581,AI,ThinkBelieve,Symbolic,Certainty,-3
582,Jesus,BinaryProbable,Truth Dependent,Action,-1
582,Jesus,BinaryProbable,Truth Dependent,Certainty,-3
583,Republican,BinaryProbable,Symbolic,Action,-1
583,Republican,BinaryProbable,Symbolic,Certainty,3
584,Jesus,ThinkBelieve,Truth Dependent,Action,2
584,Jesus,ThinkBelieve,Truth Dependent,Certainty,-2
585,Republican,BinaryProbable,Symbolic,Action,2
585,Republican,BinaryProbable,Symbolic,Certainty,1
586,Jesus,Directionality,Symbolic,Action,-3
586,Jesus,Directionality,Symbolic,Certainty,-3
587,AI,Directionality,Truth Dependent,Action,-1
587,AI,Directionality,Truth Dependent,Certainty,0
588,Jesus,ThinkBelieve,Truth Dependent,Action,-2
588,Jesus,ThinkBelieve,Truth Dependent,Certainty,-2
589,AI,Directionality,Symbolic,Action,-1
589,AI,Directionality,Symbolic,Certainty,-2
590,Jesus,ThinkBelieve,Truth Dependent,Action,-3
590,Jesus,ThinkBelieve,Truth Dependent,Certainty,-2
591,Republican,Directionality,Symbolic,Action,-1
591,Republican,Directionality,Symbolic,Certainty,-1
592,Aliens,Directionality,Truth Dependent,Action,-2
592,Aliens,Directionality,Truth Dependent,Certainty,-3
593,Jesus,Directionality,Truth Dependent,Action,0
593,Jesus,Directionality,Truth Dependent,Certainty,0
594,Jesus,BinaryProbable,Symbolic,Action,-2
594,Jesus,BinaryProbable,Symbolic,Certainty,-3
595,Jesus,BinaryProbable,Truth Dependent,Action,-3
595,Jesus,BinaryProbable,Truth Dependent,Certainty,-3
596,Jesus,ThinkBelieve,Symbolic,Action,-3
596,Jesus,ThinkBelieve,Symbolic,Certainty,-3
597,Jesus,BinaryProbable,Truth Dependent,Action,2
597,Jesus,BinaryProbable,Truth Dependent,Certainty,-2
598,Chickens,Directionality,Truth Dependent,Action,-3
598,Chickens,Directionality,Truth Dependent,Certainty,-3
599,AI,Directionality,Symbolic,Action,1
599,AI,Directionality,Symbolic,Certainty,0
600,Aliens,BinaryProbable,Symbolic,Action,-2
600,Aliens,BinaryProbable,Symbolic,Certainty,-1
601,Chickens,ThinkBelieve,Symbolic,Action,-1
601,Chickens,ThinkBelieve,Symbolic,Certainty,-2
602,Republican,BinaryProbable,Truth Dependent,Action,2
602,Republican,BinaryProbable,Truth Dependent,Certainty,3
603,Republican,ThinkBelieve,Truth Dependent,Action,-1
603,Republican,ThinkBelieve,Truth Dependent,Certainty,1
604,Aliens,Directionality,Symbolic,Action,-3
604,Aliens,Directionality,Symbolic,Certainty,-3
605,Jesus,Directionality,Truth Dependent,Action,-1
605,Jesus,Directionality,Truth Dependent,Certainty,-3
606,Chickens,BinaryProbable,Symbolic,Action,-3
606,Chickens,BinaryProbable,Symbolic,Certainty,-3
607,Jesus,BinaryProbable,Symbolic,Action,2
607,Jesus,BinaryProbable,Symbolic,Certainty,2
608,Chickens,BinaryProbable,Truth Dependent,Action,-1
608,Chickens,BinaryProbable,Truth Dependent,Certainty,-1
609,Aliens,Directionality,Symbolic,Action,-1
609,Aliens,Directionality,Symbolic,Certainty,-2
610,Aliens,Directionality,Symbolic,Action,2
610,Aliens,Directionality,Symbolic,Certainty,2
611,Republican,Directionality,Truth Dependent,Action,-2
611,Republican,Directionality,Truth Dependent,Certainty,-3
612,Chickens,Directionality,Truth Dependent,Action,-3
612,Chickens,Directionality,Truth Dependent,Certainty,-3
613,Chickens,BinaryProbable,Truth Dependent,Action,1
613,Chickens,BinaryProbable,Truth Dependent,Certainty,-2
614,Chickens,ThinkBelieve,Truth Dependent,Action,3
614,Chickens,ThinkBelieve,Truth Dependent,Certainty,0
615,Republican,BinaryProbable,Symbolic,Action,-1
615,Republican,BinaryProbable,Symbolic,Certainty,-3
616,Republican,Directionality,Truth Dependent,Action,3
616,Republican,Directionality,Truth Dependent,Certainty,-3
617,Aliens,Directionality,Symbolic,Action,-3
617,Aliens,Directionality,Symbolic,Certainty,-3
618,Jesus,Directionality,Truth Dependent,Action,1
618,Jesus,Directionality,Truth Dependent,Certainty,-2
619,Aliens,BinaryProbable,Symbolic,Action,3
619,Aliens,BinaryProbable,Symbolic,Certainty,2
620,Aliens,ThinkBelieve,Symbolic,Action,-2
620,Aliens,ThinkBelieve,Symbolic,Certainty,-3
621,Republican,BinaryProbable,Symbolic,Action,-3
621,Republican,BinaryProbable,Symbolic,Certainty,-3
622,Chickens,Directionality,Symbolic,Action,0
622,Chickens,Directionality,Symbolic,Certainty,-2
623,Aliens,ThinkBelieve,Truth Dependent,Action,-3
623,Aliens,ThinkBelieve,Truth Dependent,Certainty,-3
624,AI,Directionality,Symbolic,Action,-3
624,AI,Directionality,Symbolic,Certainty,-3
625,Republican,Directionality,Truth Dependent,Action,-3
625,Republican,Directionality,Truth Dependent,Certainty,-3
626,Jesus,ThinkBelieve,Symbolic,Action,-3
626,Jesus,ThinkBelieve,Symbolic,Certainty,-3
627,AI,ThinkBelieve,Truth Dependent,Action,0
627,AI,ThinkBelieve,Truth Dependent,Certainty,1
628,Republican,Directionality,Truth Dependent,Action,0
628,Republican,Directionality,Truth Dependent,Certainty,0
629,Chickens,BinaryProbable,Symbolic,Action,-3
629,Chickens,BinaryProbable,Symbolic,Certainty,-3
630,Chickens,Directionality,Symbolic,Action,-1
630,Chickens,Directionality,Symbolic,Certainty,-3
631,Aliens,BinaryProbable,Truth Dependent,Action,-1
631,Aliens,BinaryProbable,Truth Dependent,Certainty,-1
632,Jesus,ThinkBelieve,Symbolic,Action,-3
632,Jesus,ThinkBelieve,Symbolic,Certainty,-3
633,Aliens,BinaryProbable,Symbolic,Action,-3
633,Aliens,BinaryProbable,Symbolic,Certainty,-3
634,Republican,ThinkBelieve,Symbolic,Action,-2
634,Republican,ThinkBelieve,Symbolic,Certainty,-1
635,Aliens,ThinkBelieve,Truth Dependent,Action,-3
635,Aliens,ThinkBelieve,Truth Dependent,Certainty,-3
636,Chickens,BinaryProbable,Truth Dependent,Action,1
636,Chickens,BinaryProbable,Truth Dependent,Certainty,-3
637,Republican,ThinkBelieve,Symbolic,Action,0
637,Republican,ThinkBelieve,Symbolic,Certainty,-1
638,Jesus,ThinkBelieve,Truth Dependent,Action,-1
638,Jesus,ThinkBelieve,Truth Dependent,Certainty,-3
639,AI,ThinkBelieve,Symbolic,Action,0
639,AI,ThinkBelieve,Symbolic,Certainty,0
640,AI,ThinkBelieve,Truth Dependent,Action,0
640,AI,ThinkBelieve,Truth Dependent,Certainty,-1
641,Republican,ThinkBelieve,Symbolic,Action,3
641,Republican,ThinkBelieve,Symbolic,Certainty,-3
642,Aliens,BinaryProbable,Truth Dependent,Action,-1
642,Aliens,BinaryProbable,Truth Dependent,Certainty,-2
643,Republican,BinaryProbable,Symbolic,Action,0
643,Republican,BinaryProbable,Symbolic,Certainty,2
644,Aliens,Directionality,Truth Dependent,Action,-2
644,Aliens,Directionality,Truth Dependent,Certainty,-2
645,AI,BinaryProbable,Truth Dependent,Action,1
645,AI,BinaryProbable,Truth Dependent,Certainty,1
646,Jesus,Directionality,Symbolic,Action,2
646,Jesus,Directionality,Symbolic,Certainty,2
647,Jesus,ThinkBelieve,Truth Dependent,Action,2
647,Jesus,ThinkBelieve,Truth Dependent,Certainty,-3
648,Chickens,ThinkBelieve,Symbolic,Action,3
648,Chickens,ThinkBelieve,Symbolic,Certainty,3
649,Aliens,BinaryProbable,Symbolic,Action,1
649,Aliens,BinaryProbable,Symbolic,Certainty,1
650,Republican,Directionality,Truth Dependent,Action,2
650,Republican,Directionality,Truth Dependent,Certainty,-3
651,Jesus,ThinkBelieve,Truth Dependent,Action,1
651,Jesus,ThinkBelieve,Truth Dependent,Certainty,-2
652,Jesus,ThinkBelieve,Symbolic,Action,-3
652,Jesus,ThinkBelieve,Symbolic,Certainty,-3
653,Aliens,BinaryProbable,Symbolic,Action,-2
653,Aliens,BinaryProbable,Symbolic,Certainty,-3
654,Jesus,Directionality,Truth Dependent,Action,3
654,Jesus,Directionality,Truth Dependent,Certainty,-3
655,Jesus,ThinkBelieve,Truth Dependent,Action,1
655,Jesus,ThinkBelieve,Truth Dependent,Certainty,3
656,Jesus,Directionality,Symbolic,Action,1
656,Jesus,Directionality,Symbolic,Certainty,0
657,Republican,ThinkBelieve,Truth Dependent,Action,0
657,Republican,ThinkBelieve,Truth Dependent,Certainty,-1
658,Republican,ThinkBelieve,Symbolic,Action,-2
658,Republican,ThinkBelieve,Symbolic,Certainty,-2
659,Republican,BinaryProbable,Symbolic,Action,0
659,Republican,BinaryProbable,Symbolic,Certainty,-1
660,Jesus,BinaryProbable,Truth Dependent,Action,0
660,Jesus,BinaryProbable,Truth Dependent,Certainty,-1
661,AI,Directionality,Symbolic,Action,2
661,AI,Directionality,Symbolic,Certainty,0
662,AI,ThinkBelieve,Truth Dependent,Action,-2
662,AI,ThinkBelieve,Truth Dependent,Certainty,-2
663,Jesus,Directionality,Symbolic,Action,-3
663,Jesus,Directionality,Symbolic,Certainty,-3
664,Chickens,ThinkBelieve,Symbolic,Action,-2
664,Chickens,ThinkBelieve,Symbolic,Certainty,-3
665,Aliens,Directionality,Truth Dependent,Action,-2
665,Aliens,Directionality,Truth Dependent,Certainty,-3
666,Aliens,BinaryProbable,Symbolic,Action,-3
666,Aliens,BinaryProbable,Symbolic,Certainty,-3
667,AI,ThinkBelieve,Truth Dependent,Action,2
667,AI,ThinkBelieve,Truth Dependent,Certainty,3
668,Aliens,Directionality,Truth Dependent,Action,-3
668,Aliens,Directionality,Truth Dependent,Certainty,-3
669,Chickens,ThinkBelieve,Symbolic,Action,2
669,Chickens,ThinkBelieve,Symbolic,Certainty,2
670,Republican,BinaryProbable,Symbolic,Action,-2
670,Republican,BinaryProbable,Symbolic,Certainty,-3
671,Republican,BinaryProbable,Truth Dependent,Action,3
671,Republican,BinaryProbable,Truth Dependent,Certainty,3
672,Aliens,Directionality,Truth Dependent,Action,0
672,Aliens,Directionality,Truth Dependent,Certainty,-1
673,Chickens,BinaryProbable,Truth Dependent,Action,2
673,Chickens,BinaryProbable,Truth Dependent,Certainty,1
674,AI,ThinkBelieve,Truth Dependent,Action,1
674,AI,ThinkBelieve,Truth Dependent,Certainty,1
675,Chickens,Directionality,Symbolic,Action,0
675,Chickens,Directionality,Symbolic,Certainty,0
676,AI,BinaryProbable,Truth Dependent,Action,2
676,AI,BinaryProbable,Truth Dependent,Certainty,-3
677,Jesus,BinaryProbable,Symbolic,Action,-3
677,Jesus,BinaryProbable,Symbolic,Certainty,-3
678,Chickens,Directionality,Symbolic,Action,-1
678,Chickens,Directionality,Symbolic,Certainty,-3
679,Chickens,Directionality,Truth Dependent,Action,2
679,Chickens,Directionality,Truth Dependent,Certainty,-2
680,Chickens,Directionality,Symbolic,Action,-3
680,Chickens,Directionality,Symbolic,Certainty,-3
681,Republican,Directionality,Truth Dependent,Action,0
681,Republican,Directionality,Truth Dependent,Certainty,-3
682,Republican,BinaryProbable,Truth Dependent,Action,-2
682,Republican,BinaryProbable,Truth Dependent,Certainty,-2
683,Aliens,BinaryProbable,Truth Dependent,Action,-3
683,Aliens,BinaryProbable,Truth Dependent,Certainty,-3
684,Jesus,ThinkBelieve,Symbolic,Action,-2
684,Jesus,ThinkBelieve,Symbolic,Certainty,-2
685,Aliens,BinaryProbable,Symbolic,Action,0
685,Aliens,BinaryProbable,Symbolic,Certainty,-2
686,Republican,ThinkBelieve,Truth Dependent,Action,0
686,Republican,ThinkBelieve,Truth Dependent,Certainty,3
687,Republican,BinaryProbable,Truth Dependent,Action,-2
687,Republican,BinaryProbable,Truth Dependent,Certainty,-3
688,AI,ThinkBelieve,Truth Dependent,Action,-2
688,AI,ThinkBelieve,Truth Dependent,Certainty,-3
689,Chickens,ThinkBelieve,Symbolic,Action,-3
689,Chickens,ThinkBelieve,Symbolic,Certainty,-3
690,Jesus,BinaryProbable,Symbolic,Action,-2
690,Jesus,BinaryProbable,Symbolic,Certainty,-3
691,AI,Directionality,Truth Dependent,Action,1
691,AI,Directionality,Truth Dependent,Certainty,-1
692,Republican,ThinkBelieve,Truth Dependent,Action,0
692,Republican,ThinkBelieve,Truth Dependent,Certainty,-2
693,Republican,Directionality,Symbolic,Action,-3
693,Republican,Directionality,Symbolic,Certainty,1
694,Chickens,ThinkBelieve,Symbolic,Action,-2
694,Chickens,ThinkBelieve,Symbolic,Certainty,-3
695,Aliens,BinaryProbable,Truth Dependent,Action,0
695,Aliens,BinaryProbable,Truth Dependent,Certainty,-3
696,Republican,ThinkBelieve,Symbolic,Action,-3
696,Republican,ThinkBelieve,Symbolic,Certainty,-3
697,AI,Directionality,Truth Dependent,Action,3
697,AI,Directionality,Truth Dependent,Certainty,-3
698,AI,ThinkBelieve,Symbolic,Action,-3
698,AI,ThinkBelieve,Symbolic,Certainty,-3
699,Chickens,BinaryProbable,Truth Dependent,Action,0
699,Chickens,BinaryProbable,Truth Dependent,Certainty,3
700,Aliens,BinaryProbable,Truth Dependent,Action,-1
700,Aliens,BinaryProbable,Truth Dependent,Certainty,-3
701,Chickens,Directionality,Symbolic,Action,-1
701,Chickens,Directionality,Symbolic,Certainty,-1
702,Aliens,BinaryProbable,Symbolic,Action,0
702,Aliens,BinaryProbable,Symbolic,Certainty,-1
703,Republican,ThinkBelieve,Symbolic,Action,-3
703,Republican,ThinkBelieve,Symbolic,Certainty,-3
704,Chickens,Directionality,Truth Dependent,Action,1
704,Chickens,Directionality,Truth Dependent,Certainty,-3
705,Jesus,Directionality,Truth Dependent,Action,-3
705,Jesus,Directionality,Truth Dependent,Certainty,-3
706,Jesus,Directionality,Truth Dependent,Action,3
706,Jesus,Directionality,Truth Dependent,Certainty,3
707,Chickens,BinaryProbable,Truth Dependent,Action,-2
707,Chickens,BinaryProbable,Truth Dependent,Certainty,-3
708,AI,Directionality,Symbolic,Action,3
708,AI,Directionality,Symbolic,Certainty,-1
709,Jesus,ThinkBelieve,Truth Dependent,Action,-2
709,Jesus,ThinkBelieve,Truth Dependent,Certainty,-3
710,Aliens,BinaryProbable,Symbolic,Action,-3
710,Aliens,BinaryProbable,Symbolic,Certainty,-2
711,Aliens,Directionality,Symbolic,Action,-2
711,Aliens,Directionality,Symbolic,Certainty,-3
712,Republican,ThinkBelieve,Symbolic,Action,-3
712,Republican,ThinkBelieve,Symbolic,Certainty,-3
713,Jesus,ThinkBelieve,Truth Dependent,Action,-3
713,Jesus,ThinkBelieve,Truth Dependent,Certainty,-3
714,Aliens,Directionality,Symbolic,Action,-2
714,Aliens,Directionality,Symbolic,Certainty,-2
715,Jesus,Directionality,Symbolic,Action,-3
715,Jesus,Directionality,Symbolic,Certainty,-3
716,Aliens,ThinkBelieve,Symbolic,Action,-3
716,Aliens,ThinkBelieve,Symbolic,Certainty,-3
717,Jesus,BinaryProbable,Truth Dependent,Action,-2
717,Jesus,BinaryProbable,Truth Dependent,Certainty,-3
718,Jesus,BinaryProbable,Truth Dependent,Action,3
718,Jesus,BinaryProbable,Truth Dependent,Certainty,-3
719,Aliens,Directionality,Symbolic,Action,-2
719,Aliens,Directionality,Symbolic,Certainty,-3
720,Chickens,BinaryProbable,Symbolic,Action,-3
720,Chickens,BinaryProbable,Symbolic,Certainty,-3
721,Aliens,ThinkBelieve,Symbolic,Action,-2
721,Aliens,ThinkBelieve,Symbolic,Certainty,-3
722,Aliens,BinaryProbable,Symbolic,Action,-3
722,Aliens,BinaryProbable,Symbolic,Certainty,-3
723,Jesus,BinaryProbable,Truth Dependent,Action,-1
723,Jesus,BinaryProbable,Truth Dependent,Certainty,-1
724,AI,ThinkBelieve,Truth Dependent,Action,-3
724,AI,ThinkBelieve,Truth Dependent,Certainty,-2
725,AI,ThinkBelieve,Truth Dependent,Action,0
725,AI,ThinkBelieve,Truth Dependent,Certainty,-3
726,AI,ThinkBelieve,Truth Dependent,Action,0
726,AI,ThinkBelieve,Truth Dependent,Certainty,1
727,AI,ThinkBelieve,Symbolic,Action,0
727,AI,ThinkBelieve,Symbolic,Certainty,1
728,Republican,Directionality,Truth Dependent,Action,-2
728,Republican,Directionality,Truth Dependent,Certainty,-3
729,Jesus,ThinkBelieve,Truth Dependent,Action,2
729,Jesus,ThinkBelieve,Truth Dependent,Certainty,-3
730,Republican,ThinkBelieve,Truth Dependent,Action,0
730,Republican,ThinkBelieve,Truth Dependent,Certainty,0
731,Chickens,ThinkBelieve,Symbolic,Action,-2
731,Chickens,ThinkBelieve,Symbolic,Certainty,0
732,AI,BinaryProbable,Symbolic,Action,2
732,AI,BinaryProbable,Symbolic,Certainty,2
733,Aliens,Directionality,Truth Dependent,Action,1
733,Aliens,Directionality,Truth Dependent,Certainty,2
734,Republican,BinaryProbable,Truth Dependent,Action,-2
734,Republican,BinaryProbable,Truth Dependent,Certainty,-3
735,Jesus,BinaryProbable,Truth Dependent,Action,3
735,Jesus,BinaryProbable,Truth Dependent,Certainty,-2
736,Chickens,Directionality,Truth Dependent,Action,-2
736,Chickens,Directionality,Truth Dependent,Certainty,-3
737,Republican,BinaryProbable,Symbolic,Action,0
737,Republican,BinaryProbable,Symbolic,Certainty,0
738,Republican,Directionality,Truth Dependent,Action,-3
738,Republican,Directionality,Truth Dependent,Certainty,-3
739,Jesus,BinaryProbable,Symbolic,Action,-2
739,Jesus,BinaryProbable,Symbolic,Certainty,-3
740,Aliens,ThinkBelieve,Truth Dependent,Action,-3
740,Aliens,ThinkBelieve,Truth Dependent,Certainty,-3
741,Chickens,Directionality,Symbolic,Action,-2
741,Chickens,Directionality,Symbolic,Certainty,-2
742,AI,Directionality,Symbolic,Action,1
742,AI,Directionality,Symbolic,Certainty,2
743,Republican,BinaryProbable,Symbolic,Action,2
743,Republican,BinaryProbable,Symbolic,Certainty,2
744,Republican,BinaryProbable,Truth Dependent,Action,1
744,Republican,BinaryProbable,Truth Dependent,Certainty,0
745,Jesus,BinaryProbable,Truth Dependent,Action,1
745,Jesus,BinaryProbable,Truth Dependent,Certainty,-2
746,Aliens,Directionality,Truth Dependent,Action,-1
746,Aliens,Directionality,Truth Dependent,Certainty,-1
747,Aliens,BinaryProbable,Symbolic,Action,-3
747,Aliens,BinaryProbable,Symbolic,Certainty,-3
748,AI,BinaryProbable,Truth Dependent,Action,-3
748,AI,BinaryProbable,Truth Dependent,Certainty,-3
749,Chickens,Directionality,Symbolic,Action,-1
749,Chickens,Directionality,Symbolic,Certainty,-1
750,Chickens,ThinkBelieve,Symbolic,Action,-3
750,Chickens,ThinkBelieve,Symbolic,Certainty,-3
751,Republican,Directionality,Truth Dependent,Action,-3
751,Republican,Directionality,Truth Dependent,Certainty,-3
